Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
CENTRO-OESTE;52;GO;521760;PLANALTINA;46;1.3%;154;4.34%;2.347;66.15%;658;18.55%;281;7.92%;62;1.75%;3.548
CENTRO-OESTE;52;GO;521770;PONTALINA;9;0.95%;29;3.07%;571;60.42%;203;21.48%;112;11.85%;21;2.22%;945
CENTRO-OESTE;52;GO;521800;PORANGATU;30;1.53%;83;4.23%;1.274;64.9%;333;16.96%;188;9.58%;55;2.8%;1.963
CENTRO-OESTE;52;GO;521805;PORTEIRAO;1;0.83%;1;0.83%;88;72.73%;22;18.18%;7;5.79%;2;1.65%;121
CENTRO-OESTE;52;GO;521810;PORTELANDIA;2;1.11%;8;4.44%;110;61.11%;41;22.78%;12;6.67%;7;3.89%;180
CENTRO-OESTE;52;GO;521830;POSSE;13;0.82%;76;4.78%;1.126;70.86%;234;14.73%;115;7.24%;25;1.57%;1.589
CENTRO-OESTE;52;GO;521839;PROFESSOR JAMIL;2;0.75%;5;1.89%;170;64.15%;49;18.49%;28;10.57%;11;4.15%;265
CENTRO-OESTE;52;GO;521850;QUIRINOPOLIS;27;0.99%;77;2.81%;1.641;59.87%;556;20.28%;357;13.02%;83;3.03%;2.741
CENTRO-OESTE;52;GO;521860;RIALMA;3;0.61%;12;2.45%;334;68.3%;84;17.18%;45;9.2%;11;2.25%;489
CENTRO-OESTE;52;GO;521870;RIANAPOLIS;0;-;3;4%;38;50.67%;17;22.67%;10;13.33%;7;9.33%;75
CENTRO-OESTE;52;GO;521878;RIO QUENTE;1;1.33%;5;6.67%;45;60%;14;18.67%;8;10.67%;2;2.67%;75
CENTRO-OESTE;52;GO;521880;RIO VERDE;60;0.86%;257;3.68%;4.228;60.62%;1.323;18.97%;841;12.06%;266;3.81%;6.975
CENTRO-OESTE;52;GO;521890;RUBIATABA;1;0.38%;3;1.15%;186;70.99%;42;16.03%;22;8.4%;8;3.05%;262
CENTRO-OESTE;52;GO;521900;SANCLERLANDIA;6;0.88%;20;2.92%;450;65.69%;116;16.93%;65;9.49%;28;4.09%;685
CENTRO-OESTE;52;GO;521910;SANTA BARBARA DE GOIAS;3;1.2%;12;4.78%;156;62.15%;49;19.52%;28;11.16%;3;1.2%;251
CENTRO-OESTE;52;GO;521920;SANTA CRUZ DE GOIAS;3;1.35%;5;2.25%;140;63.06%;47;21.17%;19;8.56%;8;3.6%;222
CENTRO-OESTE;52;GO;521925;SANTA FE DE GOIAS;1;0.98%;7;6.86%;54;52.94%;25;24.51%;10;9.8%;5;4.9%;102
CENTRO-OESTE;52;GO;521930;SANTA HELENA DE GOIAS;11;0.56%;58;2.97%;1.063;54.43%;470;24.07%;262;13.42%;89;4.56%;1.953
CENTRO-OESTE;52;GO;521935;SANTA ISABEL;3;1.13%;13;4.91%;177;66.79%;43;16.23%;26;9.81%;3;1.13%;265
CENTRO-OESTE;52;GO;521940;SANTA RITA DO ARAGUAIA;1;0.24%;17;4.04%;265;62.95%;68;16.15%;58;13.78%;12;2.85%;421
CENTRO-OESTE;52;GO;521945;SANTA RITA DO NOVO DESTINO;0;-;1;2.78%;28;77.78%;4;11.11%;3;8.33%;0;-;36
CENTRO-OESTE;52;GO;521950;SANTA ROSA DE GOIAS;1;0.79%;4;3.15%;69;54.33%;34;26.77%;14;11.02%;5;3.94%;127
CENTRO-OESTE;52;GO;521960;SANTA TEREZA DE GOIAS;0;-;9;2.52%;248;69.47%;51;14.29%;37;10.36%;12;3.36%;357
CENTRO-OESTE;52;GO;521970;SANTA TEREZINHA DE GOIAS;4;1.27%;7;2.22%;218;68.99%;56;17.72%;27;8.54%;4;1.27%;316
CENTRO-OESTE;52;GO;521971;SANTO ANTONIO DA BARRA;5;1.12%;20;4.47%;276;61.74%;73;16.33%;53;11.86%;20;4.47%;447
CENTRO-OESTE;52;GO;521973;SANTO ANTONIO DE GOIAS;6;0.96%;11;1.77%;392;63.02%;132;21.22%;67;10.77%;14;2.25%;622
CENTRO-OESTE;52;GO;521975;SANTO ANTONIO DO DESCOBERTO;26;0.92%;85;3.02%;1.890;67.14%;502;17.83%;245;8.7%;67;2.38%;2.815
CENTRO-OESTE;52;GO;521980;SAO DOMINGOS;6;1.15%;29;5.54%;347;66.35%;92;17.59%;42;8.03%;7;1.34%;523
CENTRO-OESTE;52;GO;521990;SAO FRANCISCO DE GOIAS;1;0.23%;14;3.27%;273;63.79%;93;21.73%;40;9.35%;7;1.64%;428
CENTRO-OESTE;52;GO;522000;SAO JOAO D'ALIANCA;14;2.3%;29;4.77%;404;66.45%;100;16.45%;49;8.06%;12;1.97%;608
CENTRO-OESTE;52;GO;522005;SAO JOAO DA PARAUNA;2;1.04%;5;2.6%;110;57.29%;44;22.92%;22;11.46%;9;4.69%;192
CENTRO-OESTE;52;GO;522010;SAO LUIS DE MONTES BELOS;15;0.93%;56;3.48%;986;61.36%;294;18.29%;197;12.26%;59;3.67%;1.607
CENTRO-OESTE;52;GO;522015;SAO LUIZ DO NORTE;6;2%;18;6%;173;57.67%;67;22.33%;33;11%;3;1%;300
CENTRO-OESTE;52;GO;522020;SAO MIGUEL DO ARAGUAIA;11;1.08%;36;3.55%;639;62.96%;194;19.11%;106;10.44%;29;2.86%;1.015
CENTRO-OESTE;52;GO;522026;SAO MIGUEL DO PASSA QUATRO;6;1.34%;12;2.67%;275;61.25%;91;20.27%;47;10.47%;18;4.01%;449
CENTRO-OESTE;52;GO;522028;SAO PATRICIO;3;1.46%;7;3.41%;136;66.34%;36;17.56%;19;9.27%;4;1.95%;205
CENTRO-OESTE;52;GO;522040;SAO SIMAO;5;0.74%;27;4.02%;408;60.71%;130;19.35%;77;11.46%;25;3.72%;672
CENTRO-OESTE;52;GO;522045;SENADOR CANEDO;52;1.45%;140;3.91%;2.328;65.05%;608;16.99%;357;9.97%;94;2.63%;3.579
CENTRO-OESTE;52;GO;522050;SERRANOPOLIS;4;0.76%;11;2.1%;351;66.86%;93;17.71%;48;9.14%;18;3.43%;525
CENTRO-OESTE;52;GO;522060;SILVANIA;8;0.74%;29;2.69%;658;60.98%;231;21.41%;114;10.57%;39;3.61%;1.079
CENTRO-OESTE;52;GO;522068;SIMOLANDIA;4;0.99%;10;2.47%;285;70.37%;62;15.31%;37;9.14%;7;1.73%;405
CENTRO-OESTE;52;GO;522070;SITIO D'ABADIA;2;1.17%;5;2.92%;117;68.42%;29;16.96%;18;10.53%;0;-;171
CENTRO-OESTE;52;GO;522100;TAQUARAL DE GOIAS;3;2.13%;3;2.13%;100;70.92%;22;15.6%;9;6.38%;4;2.84%;141
CENTRO-OESTE;52;GO;522108;TERESINA DE GOIAS;2;0.59%;5;1.48%;239;70.71%;55;16.27%;27;7.99%;10;2.96%;338
CENTRO-OESTE;52;GO;522119;TEREZOPOLIS DE GOIAS;1;0.66%;5;3.29%;98;64.47%;23;15.13%;20;13.16%;5;3.29%;152
CENTRO-OESTE;52;GO;522130;TRES RANCHOS;0;-;0;-;33;61.11%;14;25.93%;4;7.41%;3;5.56%;54
CENTRO-OESTE;52;GO;522140;TRINDADE;35;0.84%;142;3.39%;2.528;60.35%;816;19.48%;516;12.32%;152;3.63%;4.189
CENTRO-OESTE;52;GO;522145;TROMBAS;2;0.89%;4;1.79%;150;66.96%;41;18.3%;23;10.27%;4;1.79%;224
CENTRO-OESTE;52;GO;522150;TURVANIA;1;0.26%;11;2.84%;252;65.12%;62;16.02%;44;11.37%;17;4.39%;387
CENTRO-OESTE;52;GO;522155;TURVELANDIA;5;1.49%;11;3.28%;213;63.58%;63;18.81%;36;10.75%;7;2.09%;335
CENTRO-OESTE;52;GO;522157;UIRAPURU;2;0.81%;6;2.43%;155;62.75%;45;18.22%;33;13.36%;6;2.43%;247
CENTRO-OESTE;52;GO;522160;URUACU;21;1.27%;54;3.25%;1.070;64.5%;321;19.35%;145;8.74%;48;2.89%;1.659
CENTRO-OESTE;52;GO;522170;URUANA;6;1.1%;27;4.94%;352;64.35%;101;18.46%;45;8.23%;16;2.93%;547
CENTRO-OESTE;52;GO;522180;URUTAI;2;1.04%;8;4.15%;118;61.14%;34;17.62%;29;15.03%;2;1.04%;193
CENTRO-OESTE;52;GO;522185;VALPARAISO DE GOIAS;174;1.7%;310;3.04%;6.886;67.47%;1.885;18.47%;782;7.66%;169;1.66%;10.206
CENTRO-OESTE;52;GO;522190;VARJAO;1;0.64%;6;3.85%;86;55.13%;25;16.03%;31;19.87%;7;4.49%;156
CENTRO-OESTE;52;GO;522200;VIANOPOLIS;12;1.09%;40;3.64%;678;61.64%;204;18.55%;127;11.55%;39;3.55%;1.100
CENTRO-OESTE;52;GO;522205;VICENTINOPOLIS;9;1.13%;22;2.75%;463;57.88%;166;20.75%;113;14.13%;27;3.38%;800
CENTRO-OESTE;52;GO;522220;VILA BOA;2;0.7%;12;4.23%;182;64.08%;57;20.07%;27;9.51%;4;1.41%;284
CENTRO-OESTE;52;GO;522230;VILA PROPICIO;1;0.6%;6;3.61%;103;62.05%;30;18.07%;20;12.05%;6;3.61%;166
TOTAL ESTADO GOIÁS;;;;;2.378;1.01%;8.223;3.49%;149.674;63.52%;44.028;18.69%;24.644;10.46%;6.679;2.83%;235.626
CENTRO-OESTE;50;MS;500020;AGUA CLARA;7;0.51%;35;2.57%;854;62.61%;265;19.43%;159;11.66%;44;3.23%;1.364
CENTRO-OESTE;50;MS;500025;ALCINOPOLIS;2;0.59%;10;2.96%;212;62.72%;64;18.93%;37;10.95%;13;3.85%;338
CENTRO-OESTE;50;MS;500060;AMAMBAI;10;0.51%;26;1.32%;1.215;61.71%;425;21.58%;228;11.58%;65;3.3%;1.969
CENTRO-OESTE;50;MS;500070;ANASTACIO;23;1.28%;53;2.94%;1.108;61.52%;342;18.99%;208;11.55%;67;3.72%;1.801
CENTRO-OESTE;50;MS;500080;ANAURILANDIA;2;1.03%;3;1.55%;128;65.98%;29;14.95%;24;12.37%;8;4.12%;194
CENTRO-OESTE;50;MS;500085;ANGELICA;4;0.48%;28;3.33%;558;66.35%;134;15.93%;92;10.94%;25;2.97%;841
CENTRO-OESTE;50;MS;500090;ANTONIO JOAO;0;-;1;0.46%;144;66.06%;51;23.39%;17;7.8%;5;2.29%;218
CENTRO-OESTE;50;MS;500100;APARECIDA DO TABOADO;5;0.52%;15;1.57%;593;62.22%;188;19.73%;123;12.91%;29;3.04%;953
CENTRO-OESTE;50;MS;500110;AQUIDAUANA;31;0.69%;86;1.93%;2.535;56.79%;1.192;26.7%;472;10.57%;148;3.32%;4.464
CENTRO-OESTE;50;MS;500124;ARAL MOREIRA;2;0.26%;20;2.62%;470;61.52%;168;21.99%;86;11.26%;18;2.36%;764
CENTRO-OESTE;50;MS;500150;BANDEIRANTES;3;0.43%;5;0.71%;408;57.95%;181;25.71%;90;12.78%;17;2.41%;704
CENTRO-OESTE;50;MS;500190;BATAGUASSU;9;0.86%;26;2.47%;709;67.4%;200;19.01%;88;8.37%;20;1.9%;1.052
CENTRO-OESTE;50;MS;500200;BATAYPORA;8;1.31%;31;5.09%;402;66.01%;92;15.11%;66;10.84%;10;1.64%;609
CENTRO-OESTE;50;MS;500210;BELA VISTA;3;0.56%;14;2.63%;338;63.53%;105;19.74%;60;11.28%;12;2.26%;532
CENTRO-OESTE;50;MS;500215;BODOQUENA;2;1.64%;2;1.64%;68;55.74%;28;22.95%;15;12.3%;7;5.74%;122
CENTRO-OESTE;50;MS;500220;BONITO;4;0.29%;27;1.95%;793;57.26%;331;23.9%;164;11.84%;66;4.77%;1.385
CENTRO-OESTE;50;MS;500230;BRASILANDIA;8;1.05%;17;2.23%;478;62.81%;140;18.4%;96;12.61%;22;2.89%;761
CENTRO-OESTE;50;MS;500240;CAARAPO;14;0.69%;39;1.93%;1.215;60.24%;476;23.6%;211;10.46%;62;3.07%;2.017
CENTRO-OESTE;50;MS;500260;CAMAPUA;3;0.53%;9;1.58%;325;56.92%;123;21.54%;86;15.06%;25;4.38%;571
CENTRO-OESTE;50;MS;500270;CAMPO GRANDE;244;0.86%;898;3.16%;17.485;61.57%;5.476;19.28%;3.319;11.69%;978;3.44%;28.400
CENTRO-OESTE;50;MS;500280;CARACOL;1;0.36%;4;1.44%;172;61.87%;63;22.66%;29;10.43%;9;3.24%;278
CENTRO-OESTE;50;MS;500290;CASSILANDIA;8;1.08%;15;2.03%;442;59.89%;157;21.27%;88;11.92%;28;3.79%;738
CENTRO-OESTE;50;MS;500295;CHAPADAO DO SUL;24;0.84%;55;1.93%;1.759;61.78%;587;20.62%;343;12.05%;79;2.77%;2.847
CENTRO-OESTE;50;MS;500310;CORGUINHO;0;-;4;3.67%;64;58.72%;25;22.94%;13;11.93%;3;2.75%;109
CENTRO-OESTE;50;MS;500315;CORONEL SAPUCAIA;6;0.55%;34;3.11%;721;65.84%;211;19.27%;91;8.31%;32;2.92%;1.095
CENTRO-OESTE;50;MS;500320;CORUMBA;34;0.9%;152;4%;2.434;64.12%;648;17.07%;420;11.06%;108;2.85%;3.796
CENTRO-OESTE;50;MS;500325;COSTA RICA;17;1.38%;54;4.37%;788;63.75%;210;16.99%;128;10.36%;39;3.16%;1.236
CENTRO-OESTE;50;MS;500330;COXIM;1;0.29%;9;2.6%;227;65.61%;63;18.21%;35;10.12%;11;3.18%;346
CENTRO-OESTE;50;MS;500345;DEODAPOLIS;8;0.78%;35;3.4%;639;62.04%;206;20%;110;10.68%;32;3.11%;1.030
CENTRO-OESTE;50;MS;500348;DOIS IRMAOS DO BURITI;0;-;7;2.97%;145;61.44%;49;20.76%;31;13.14%;4;1.69%;236
CENTRO-OESTE;50;MS;500350;DOURADINA;0;-;0;-;47;64.38%;18;24.66%;7;9.59%;1;1.37%;73
CENTRO-OESTE;50;MS;500370;DOURADOS;99;0.83%;319;2.68%;7.449;62.64%;2.382;20.03%;1.304;10.97%;339;2.85%;11.892
CENTRO-OESTE;50;MS;500375;ELDORADO;4;1.01%;8;2.02%;245;61.71%;84;21.16%;41;10.33%;15;3.78%;397
CENTRO-OESTE;50;MS;500380;FATIMA DO SUL;7;0.7%;35;3.49%;647;64.44%;163;16.24%;124;12.35%;28;2.79%;1.004
CENTRO-OESTE;50;MS;500390;FIGUEIRAO;1;0.54%;10;5.43%;117;63.59%;28;15.22%;21;11.41%;7;3.8%;184
CENTRO-OESTE;50;MS;500400;GLORIA DE DOURADOS;4;0.96%;17;4.07%;272;65.07%;70;16.75%;49;11.72%;6;1.44%;418
CENTRO-OESTE;50;MS;500410;GUIA LOPES DA LAGUNA;3;0.61%;13;2.65%;295;60.08%;113;23.01%;55;11.2%;12;2.44%;491
CENTRO-OESTE;50;MS;500430;IGUATEMI;4;0.59%;17;2.49%;419;61.44%;142;20.82%;81;11.88%;19;2.79%;682
CENTRO-OESTE;50;MS;500440;INOCENCIA;3;2.29%;7;5.34%;71;54.2%;23;17.56%;19;14.5%;8;6.11%;131
CENTRO-OESTE;50;MS;500450;ITAPORA;6;0.48%;31;2.46%;790;62.8%;239;19%;152;12.08%;40;3.18%;1.258
CENTRO-OESTE;50;MS;500460;ITAQUIRAI;7;0.99%;22;3.12%;481;68.13%;100;14.16%;75;10.62%;21;2.97%;706
CENTRO-OESTE;50;MS;500470;IVINHEMA;8;0.59%;33;2.43%;837;61.63%;270;19.88%;163;12%;47;3.46%;1.358
CENTRO-OESTE;50;MS;500480;JAPORA;5;0.69%;14;1.94%;497;69.03%;151;20.97%;44;6.11%;9;1.25%;720
CENTRO-OESTE;50;MS;500490;JARAGUARI;1;0.42%;4;1.69%;157;66.24%;44;18.57%;26;10.97%;5;2.11%;237
CENTRO-OESTE;50;MS;500500;JARDIM;9;0.49%;42;2.3%;1.157;63.29%;338;18.49%;214;11.71%;68;3.72%;1.828
CENTRO-OESTE;50;MS;500510;JATEI;0;-;5;12.82%;26;66.67%;2;5.13%;3;7.69%;3;7.69%;39
CENTRO-OESTE;50;MS;500515;JUTI;3;0.61%;11;2.23%;297;60.24%;103;20.89%;64;12.98%;15;3.04%;493
CENTRO-OESTE;50;MS;500520;LADARIO;10;0.99%;44;4.35%;659;65.12%;178;17.59%;96;9.49%;25;2.47%;1.012
CENTRO-OESTE;50;MS;500525;LAGUNA CARAPA;6;0.99%;9;1.49%;360;59.6%;146;24.17%;71;11.75%;12;1.99%;604
CENTRO-OESTE;50;MS;500540;MARACAJU;28;0.65%;112;2.59%;2.650;61.29%;865;20%;513;11.86%;156;3.61%;4.324
CENTRO-OESTE;50;MS;500560;MIRANDA;5;0.48%;18;1.72%;569;54.45%;246;23.54%;157;15.02%;50;4.78%;1.045
CENTRO-OESTE;50;MS;500568;MUNDO NOVO;5;0.49%;25;2.47%;628;62.12%;202;19.98%;117;11.57%;34;3.36%;1.011
CENTRO-OESTE;50;MS;500570;NAVIRAI;9;0.55%;47;2.89%;1.057;64.93%;282;17.32%;172;10.57%;61;3.75%;1.628
CENTRO-OESTE;50;MS;500580;NIOAQUE;9;1.32%;18;2.65%;402;59.12%;134;19.71%;94;13.82%;23;3.38%;680
CENTRO-OESTE;50;MS;500600;NOVA ALVORADA DO SUL;4;0.48%;24;2.91%;502;60.77%;159;19.25%;113;13.68%;24;2.91%;826
CENTRO-OESTE;50;MS;500620;NOVA ANDRADINA;22;0.72%;78;2.55%;1.923;62.84%;598;19.54%;348;11.37%;91;2.97%;3.060
CENTRO-OESTE;50;MS;500625;NOVO HORIZONTE DO SUL;2;0.38%;13;2.47%;353;66.98%;98;18.6%;50;9.49%;11;2.09%;527
CENTRO-OESTE;50;MS;500627;PARAISO DAS AGUAS;0;-;0;-;30;65.22%;11;23.91%;5;10.87%;0;-;46
CENTRO-OESTE;50;MS;500630;PARANAIBA;4;0.58%;19;2.78%;424;61.99%;119;17.4%;93;13.6%;25;3.65%;684
CENTRO-OESTE;50;MS;500635;PARANHOS;9;0.69%;25;1.92%;851;65.36%;280;21.51%;115;8.83%;22;1.69%;1.302
CENTRO-OESTE;50;MS;500640;PEDRO GOMES;1;0.35%;10;3.51%;168;58.95%;66;23.16%;32;11.23%;8;2.81%;285
CENTRO-OESTE;50;MS;500660;PONTA PORA;29;0.71%;113;2.77%;2.583;63.22%;835;20.44%;402;9.84%;124;3.03%;4.086
CENTRO-OESTE;50;MS;500690;PORTO MURTINHO;14;1.24%;24;2.13%;719;63.8%;214;18.99%;121;10.74%;35;3.11%;1.127
CENTRO-OESTE;50;MS;500710;RIBAS DO RIO PARDO;9;0.58%;32;2.06%;959;61.67%;291;18.71%;207;13.31%;57;3.67%;1.555
CENTRO-OESTE;50;MS;500720;RIO BRILHANTE;18;0.7%;53;2.05%;1.641;63.46%;507;19.61%;287;11.1%;80;3.09%;2.586
CENTRO-OESTE;50;MS;500730;RIO NEGRO;1;0.3%;8;2.39%;219;65.37%;69;20.6%;32;9.55%;6;1.79%;335
CENTRO-OESTE;50;MS;500740;RIO VERDE DE MATO GROSSO;1;0.75%;2;1.5%;81;60.9%;25;18.8%;22;16.54%;2;1.5%;133
CENTRO-OESTE;50;MS;500750;ROCHEDO;3;1.06%;9;3.17%;171;60.21%;62;21.83%;29;10.21%;10;3.52%;284
CENTRO-OESTE;50;MS;500755;SANTA RITA DO PARDO;0;-;1;1.96%;31;60.78%;9;17.65%;6;11.76%;4;7.84%;51
CENTRO-OESTE;50;MS;500769;SAO GABRIEL DO OESTE;17;0.91%;42;2.26%;1.177;63.31%;364;19.58%;194;10.44%;65;3.5%;1.859
CENTRO-OESTE;50;MS;500780;SELVIRIA;4;1.31%;10;3.28%;191;62.62%;45;14.75%;41;13.44%;14;4.59%;305
CENTRO-OESTE;50;MS;500770;SETE QUEDAS;14;2.01%;21;3.01%;427;61.26%;132;18.94%;86;12.34%;17;2.44%;697
CENTRO-OESTE;50;MS;500790;SIDROLANDIA;16;0.8%;44;2.19%;1.224;61.02%;401;19.99%;229;11.42%;92;4.59%;2.006
CENTRO-OESTE;50;MS;500793;SONORA;7;0.74%;31;3.27%;564;59.43%;169;17.81%;142;14.96%;36;3.79%;949
CENTRO-OESTE;50;MS;500795;TACURU;2;0.25%;12;1.53%;495;63.06%;184;23.44%;65;8.28%;27;3.44%;785
CENTRO-OESTE;50;MS;500797;TAQUARUSSU;3;0.8%;13;3.48%;241;64.44%;72;19.25%;35;9.36%;10;2.67%;374
CENTRO-OESTE;50;MS;500800;TERENOS;11;1.24%;24;2.7%;566;63.6%;149;16.74%;103;11.57%;37;4.16%;890
CENTRO-OESTE;50;MS;500830;TRES LAGOAS;43;0.61%;209;2.98%;4.331;61.83%;1.308;18.67%;833;11.89%;281;4.01%;7.005
CENTRO-OESTE;50;MS;500840;VICENTINA;2;1.55%;4;3.1%;86;66.67%;20;15.5%;14;10.85%;3;2.33%;129
TOTAL ESTADO MATO GROSSO DO SUL;;;;;955;0.76%;3.396;2.72%;77.515;62.08%;24.739;19.81%;14.195;11.37%;4.071;3.26%;124.871
CENTRO-OESTE;51;MT;510010;ACORIZAL;0;-;6;2.9%;129;62.32%;43;20.77%;25;12.08%;4;1.93%;207
CENTRO-OESTE;51;MT;510020;AGUA BOA;15;0.58%;71;2.74%;1.631;62.88%;501;19.31%;291;11.22%;85;3.28%;2.594
CENTRO-OESTE;51;MT;510025;ALTA FLORESTA;15;0.56%;74;2.75%;1.721;63.95%;480;17.84%;309;11.48%;92;3.42%;2.691
CENTRO-OESTE;51;MT;510030;ALTO ARAGUAIA;7;0.92%;35;4.6%;499;65.57%;136;17.87%;63;8.28%;21;2.76%;761
CENTRO-OESTE;51;MT;510035;ALTO BOA VISTA;8;1.14%;15;2.13%;478;67.9%;135;19.18%;56;7.95%;12;1.7%;704
CENTRO-OESTE;51;MT;510040;ALTO GARCAS;3;0.52%;31;5.4%;366;63.76%;101;17.6%;54;9.41%;19;3.31%;574
CENTRO-OESTE;51;MT;510050;ALTO PARAGUAI;3;0.78%;7;1.81%;248;64.08%;80;20.67%;37;9.56%;12;3.1%;387
CENTRO-OESTE;51;MT;510060;ALTO TAQUARI;3;0.41%;26;3.52%;483;65.45%;146;19.78%;67;9.08%;13;1.76%;738
CENTRO-OESTE;51;MT;510080;APIACAS;2;1.1%;5;2.76%;124;68.51%;31;17.13%;17;9.39%;2;1.1%;181
CENTRO-OESTE;51;MT;510100;ARAGUAIANA;3;1.24%;8;3.32%;138;57.26%;52;21.58%;25;10.37%;15;6.22%;241
CENTRO-OESTE;51;MT;510120;ARAGUAINHA;0;-;2;1.96%;68;66.67%;14;13.73%;13;12.75%;5;4.9%;102
CENTRO-OESTE;51;MT;510125;ARAPUTANGA;4;0.45%;32;3.62%;553;62.49%;155;17.51%;113;12.77%;28;3.16%;885
CENTRO-OESTE;51;MT;510130;ARENAPOLIS;14;1.35%;26;2.5%;647;62.27%;194;18.67%;123;11.84%;35;3.37%;1.039
CENTRO-OESTE;51;MT;510140;ARIPUANA;15;0.92%;54;3.29%;1.094;66.75%;287;17.51%;151;9.21%;38;2.32%;1.639
CENTRO-OESTE;51;MT;510160;BARAO DE MELGACO;11;1.87%;19;3.24%;372;63.37%;100;17.04%;65;11.07%;20;3.41%;587
CENTRO-OESTE;51;MT;510170;BARRA DO BUGRES;10;0.61%;65;3.94%;1.041;63.13%;314;19.04%;171;10.37%;48;2.91%;1.649
CENTRO-OESTE;51;MT;510180;BARRA DO GARCAS;29;0.77%;93;2.48%;2.235;59.62%;835;22.27%;453;12.08%;104;2.77%;3.749
CENTRO-OESTE;51;MT;510183;BOA ESPERANCA DO NORTE;0;-;0;-;0;-;0;-;0;-;0;-;0
CENTRO-OESTE;51;MT;510185;BOM JESUS DO ARAGUAIA;4;0.65%;26;4.22%;393;63.8%;103;16.72%;70;11.36%;20;3.25%;616
CENTRO-OESTE;51;MT;510190;BRASNORTE;16;1.14%;36;2.56%;945;67.16%;237;16.84%;141;10.02%;32;2.27%;1.407
CENTRO-OESTE;51;MT;510250;CACERES;29;0.79%;132;3.58%;2.339;63.44%;657;17.82%;404;10.96%;126;3.42%;3.687
CENTRO-OESTE;51;MT;510260;CAMPINAPOLIS;17;1.37%;25;2.02%;660;53.31%;363;29.32%;139;11.23%;34;2.75%;1.238
CENTRO-OESTE;51;MT;510263;CAMPO NOVO DO PARECIS;17;1.07%;56;3.51%;981;61.54%;310;19.45%;189;11.86%;41;2.57%;1.594
CENTRO-OESTE;51;MT;510267;CAMPO VERDE;12;0.35%;72;2.11%;2.177;63.77%;627;18.37%;418;12.24%;108;3.16%;3.414
CENTRO-OESTE;51;MT;510268;CAMPOS DE JULIO;8;1.5%;16;3.01%;332;62.41%;107;20.11%;50;9.4%;19;3.57%;532
CENTRO-OESTE;51;MT;510269;CANABRAVA DO NORTE;2;0.48%;15;3.56%;279;66.27%;74;17.58%;39;9.26%;12;2.85%;421
CENTRO-OESTE;51;MT;510270;CANARANA;23;1.12%;64;3.13%;1.283;62.68%;409;19.98%;220;10.75%;48;2.34%;2.047
CENTRO-OESTE;51;MT;510279;CARLINDA;1;0.23%;15;3.49%;269;62.56%;84;19.53%;48;11.16%;13;3.02%;430
CENTRO-OESTE;51;MT;510285;CASTANHEIRA;2;0.31%;12;1.87%;440;68.43%;109;16.95%;61;9.49%;19;2.95%;643
CENTRO-OESTE;51;MT;510300;CHAPADA DOS GUIMARAES;8;0.57%;36;2.55%;929;65.7%;266;18.81%;123;8.7%;52;3.68%;1.414
CENTRO-OESTE;51;MT;510305;CLAUDIA;9;0.8%;32;2.85%;769;68.6%;166;14.81%;109;9.72%;36;3.21%;1.121
CENTRO-OESTE;51;MT;510310;COCALINHO;5;0.87%;11;1.92%;335;58.57%;118;20.63%;84;14.69%;19;3.32%;572
CENTRO-OESTE;51;MT;510320;COLIDER;15;1.91%;26;3.31%;464;59.11%;163;20.76%;94;11.97%;23;2.93%;785
CENTRO-OESTE;51;MT;510325;COLNIZA;3;0.26%;39;3.32%;774;65.82%;220;18.71%;111;9.44%;29;2.47%;1.176
CENTRO-OESTE;51;MT;510330;COMODORO;10;0.71%;49;3.5%;968;69.09%;232;16.56%;124;8.85%;18;1.28%;1.401
CENTRO-OESTE;51;MT;510335;CONFRESA;31;1.1%;80;2.84%;1.890;67.02%;491;17.41%;261;9.26%;67;2.38%;2.820
CENTRO-OESTE;51;MT;510336;CONQUISTA D'OESTE;2;0.6%;9;2.69%;219;65.57%;63;18.86%;30;8.98%;11;3.29%;334
CENTRO-OESTE;51;MT;510337;COTRIGUACU;8;0.77%;27;2.59%;712;68.4%;185;17.77%;91;8.74%;18;1.73%;1.041
CENTRO-OESTE;51;MT;510340;CUIABA;217;1.11%;724;3.7%;12.133;62%;3.604;18.42%;2.222;11.35%;669;3.42%;19.569
CENTRO-OESTE;51;MT;510343;CURVELANDIA;0;-;3;6.82%;29;65.91%;5;11.36%;6;13.64%;1;2.27%;44
CENTRO-OESTE;51;MT;510345;DENISE;1;0.29%;11;3.24%;217;64.01%;58;17.11%;38;11.21%;14;4.13%;339
CENTRO-OESTE;51;MT;510350;DIAMANTINO;10;0.64%;47;3.02%;961;61.8%;283;18.2%;195;12.54%;59;3.79%;1.555
CENTRO-OESTE;51;MT;510360;DOM AQUINO;10;1.65%;15;2.47%;374;61.61%;106;17.46%;71;11.7%;31;5.11%;607
CENTRO-OESTE;51;MT;510370;FELIZ NATAL;10;1.56%;16;2.5%;405;63.18%;128;19.97%;63;9.83%;19;2.96%;641
CENTRO-OESTE;51;MT;510380;FIGUEIROPOLIS D'OESTE;2;7.69%;1;3.85%;20;76.92%;2;7.69%;1;3.85%;0;-;26
CENTRO-OESTE;51;MT;510385;GAUCHA DO NORTE;6;1.18%;6;1.18%;281;55.31%;149;29.33%;58;11.42%;8;1.57%;508
