Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
CENTRO-OESTE;52;GO;521878;RIO QUENTE;2;6.67%;2;6.67%;13;43.33%;9;30%;4;13.33%;0;-;30
CENTRO-OESTE;52;GO;521880;RIO VERDE;34;0.73%;154;3.29%;2.913;62.26%;917;19.6%;526;11.24%;135;2.89%;4.679
CENTRO-OESTE;52;GO;521890;RUBIATABA;1;0.28%;4;1.13%;254;71.95%;61;17.28%;25;7.08%;8;2.27%;353
CENTRO-OESTE;52;GO;521900;SANCLERLANDIA;1;0.63%;3;1.88%;103;64.38%;19;11.88%;27;16.88%;7;4.38%;160
CENTRO-OESTE;52;GO;521910;SANTA BARBARA DE GOIAS;1;0.66%;3;1.97%;98;64.47%;28;18.42%;16;10.53%;6;3.95%;152
CENTRO-OESTE;52;GO;521920;SANTA CRUZ DE GOIAS;1;1.23%;2;2.47%;58;71.6%;13;16.05%;6;7.41%;1;1.23%;81
CENTRO-OESTE;52;GO;521925;SANTA FE DE GOIAS;1;14.29%;0;-;1;14.29%;1;14.29%;2;28.57%;2;28.57%;7
CENTRO-OESTE;52;GO;521930;SANTA HELENA DE GOIAS;1;0.28%;13;3.59%;198;54.7%;82;22.65%;49;13.54%;19;5.25%;362
CENTRO-OESTE;52;GO;521935;SANTA ISABEL;0;-;1;4.35%;13;56.52%;7;30.43%;2;8.7%;0;-;23
CENTRO-OESTE;52;GO;521940;SANTA RITA DO ARAGUAIA;3;1.94%;4;2.58%;89;57.42%;32;20.65%;20;12.9%;7;4.52%;155
CENTRO-OESTE;52;GO;521945;SANTA RITA DO NOVO DESTINO;0;-;0;-;29;65.91%;11;25%;3;6.82%;1;2.27%;44
CENTRO-OESTE;52;GO;521950;SANTA ROSA DE GOIAS;0;-;0;-;47;56.63%;19;22.89%;16;19.28%;1;1.2%;83
CENTRO-OESTE;52;GO;521960;SANTA TEREZA DE GOIAS;0;-;3;2.88%;67;64.42%;27;25.96%;7;6.73%;0;-;104
CENTRO-OESTE;52;GO;521970;SANTA TEREZINHA DE GOIAS;2;0.69%;15;5.15%;198;68.04%;50;17.18%;21;7.22%;5;1.72%;291
CENTRO-OESTE;52;GO;521971;SANTO ANTONIO DA BARRA;1;0.76%;4;3.03%;87;65.91%;19;14.39%;15;11.36%;6;4.55%;132
CENTRO-OESTE;52;GO;521973;SANTO ANTONIO DE GOIAS;2;1.06%;7;3.7%;116;61.38%;43;22.75%;17;8.99%;4;2.12%;189
CENTRO-OESTE;52;GO;521975;SANTO ANTONIO DO DESCOBERTO;9;0.84%;34;3.16%;671;62.36%;243;22.58%;93;8.64%;26;2.42%;1.076
CENTRO-OESTE;52;GO;521980;SAO DOMINGOS;2;1.32%;5;3.29%;97;63.82%;28;18.42%;17;11.18%;3;1.97%;152
CENTRO-OESTE;52;GO;521990;SAO FRANCISCO DE GOIAS;0;-;0;-;11;57.89%;6;31.58%;2;10.53%;0;-;19
CENTRO-OESTE;52;GO;522000;SAO JOAO D'ALIANCA;2;1.27%;3;1.91%;95;60.51%;34;21.66%;16;10.19%;7;4.46%;157
CENTRO-OESTE;52;GO;522005;SAO JOAO DA PARAUNA;2;1.47%;6;4.41%;91;66.91%;24;17.65%;11;8.09%;2;1.47%;136
CENTRO-OESTE;52;GO;522010;SAO LUIS DE MONTES BELOS;0;-;0;-;41;66.13%;6;9.68%;8;12.9%;7;11.29%;62
CENTRO-OESTE;52;GO;522015;SAO LUIZ DO NORTE;3;2.88%;7;6.73%;69;66.35%;15;14.42%;8;7.69%;2;1.92%;104
CENTRO-OESTE;52;GO;522020;SAO MIGUEL DO ARAGUAIA;5;1.39%;9;2.49%;217;60.11%;81;22.44%;36;9.97%;13;3.6%;361
CENTRO-OESTE;52;GO;522026;SAO MIGUEL DO PASSA QUATRO;0;-;0;-;1;33.33%;1;33.33%;1;33.33%;0;-;3
CENTRO-OESTE;52;GO;522028;SAO PATRICIO;1;1.05%;2;2.11%;59;62.11%;23;24.21%;7;7.37%;3;3.16%;95
CENTRO-OESTE;52;GO;522040;SAO SIMAO;2;0.84%;7;2.94%;134;56.3%;61;25.63%;27;11.34%;7;2.94%;238
CENTRO-OESTE;52;GO;522045;SENADOR CANEDO;9;1.3%;30;4.33%;468;67.53%;122;17.6%;53;7.65%;11;1.59%;693
CENTRO-OESTE;52;GO;522050;SERRANOPOLIS;0;-;4;4.6%;44;50.57%;19;21.84%;18;20.69%;2;2.3%;87
CENTRO-OESTE;52;GO;522060;SILVANIA;10;1.14%;34;3.89%;591;67.62%;155;17.73%;66;7.55%;18;2.06%;874
CENTRO-OESTE;52;GO;522068;SIMOLANDIA;1;0.68%;5;3.4%;104;70.75%;23;15.65%;10;6.8%;4;2.72%;147
CENTRO-OESTE;52;GO;522070;SITIO D'ABADIA;2;2.13%;4;4.26%;56;59.57%;17;18.09%;13;13.83%;2;2.13%;94
CENTRO-OESTE;52;GO;522100;TAQUARAL DE GOIAS;0;-;2;3.85%;38;73.08%;10;19.23%;2;3.85%;0;-;52
CENTRO-OESTE;52;GO;522108;TERESINA DE GOIAS;2;1.48%;3;2.22%;84;62.22%;31;22.96%;11;8.15%;4;2.96%;135
CENTRO-OESTE;52;GO;522119;TEREZOPOLIS DE GOIAS;2;1.1%;7;3.87%;111;61.33%;36;19.89%;20;11.05%;5;2.76%;181
CENTRO-OESTE;52;GO;522130;TRES RANCHOS;0;-;0;-;9;64.29%;2;14.29%;1;7.14%;2;14.29%;14
CENTRO-OESTE;52;GO;522140;TRINDADE;11;0.69%;54;3.38%;871;54.57%;339;21.24%;224;14.04%;97;6.08%;1.596
CENTRO-OESTE;52;GO;522145;TROMBAS;0;-;0;-;58;65.17%;21;23.6%;6;6.74%;4;4.49%;89
CENTRO-OESTE;52;GO;522150;TURVANIA;2;1.64%;6;4.92%;81;66.39%;22;18.03%;10;8.2%;1;0.82%;122
CENTRO-OESTE;52;GO;522155;TURVELANDIA;2;2.02%;1;1.01%;61;61.62%;16;16.16%;13;13.13%;6;6.06%;99
CENTRO-OESTE;52;GO;522157;UIRAPURU;1;1.43%;4;5.71%;47;67.14%;8;11.43%;9;12.86%;1;1.43%;70
CENTRO-OESTE;52;GO;522160;URUACU;10;0.97%;25;2.42%;675;65.41%;202;19.57%;99;9.59%;21;2.03%;1.032
CENTRO-OESTE;52;GO;522170;URUANA;1;0.71%;3;2.14%;87;62.14%;28;20%;19;13.57%;2;1.43%;140
CENTRO-OESTE;52;GO;522180;URUTAI;1;2.94%;2;5.88%;17;50%;6;17.65%;6;17.65%;2;5.88%;34
CENTRO-OESTE;52;GO;522185;VALPARAISO DE GOIAS;143;3.73%;83;2.16%;2.753;71.79%;641;16.71%;174;4.54%;41;1.07%;3.835
CENTRO-OESTE;52;GO;522190;VARJAO;0;-;4;8.7%;26;56.52%;8;17.39%;7;15.22%;1;2.17%;46
CENTRO-OESTE;52;GO;522200;VIANOPOLIS;3;0.76%;18;4.57%;241;61.17%;78;19.8%;44;11.17%;10;2.54%;394
CENTRO-OESTE;52;GO;522205;VICENTINOPOLIS;4;1.17%;9;2.62%;205;59.77%;64;18.66%;49;14.29%;12;3.5%;343
CENTRO-OESTE;52;GO;522220;VILA BOA;0;-;1;2.63%;17;44.74%;14;36.84%;5;13.16%;1;2.63%;38
CENTRO-OESTE;52;GO;522230;VILA PROPICIO;1;4.55%;0;-;4;18.18%;6;27.27%;8;36.36%;3;13.64%;22
TOTAL ESTADO GOIÁS;;;;;730;1.1%;2.002;3.02%;41.730;62.99%;13.211;19.94%;6.642;10.03%;1.938;2.93%;66.253
CENTRO-OESTE;50;MS;500020;AGUA CLARA;0;-;3;1.16%;148;57.14%;66;25.48%;26;10.04%;16;6.18%;259
CENTRO-OESTE;50;MS;500025;ALCINOPOLIS;0;-;0;-;5;55.56%;2;22.22%;2;22.22%;0;-;9
CENTRO-OESTE;50;MS;500060;AMAMBAI;4;1.09%;9;2.45%;188;51.09%;93;25.27%;55;14.95%;19;5.16%;368
CENTRO-OESTE;50;MS;500070;ANASTACIO;4;0.79%;9;1.78%;283;55.93%;116;22.92%;74;14.62%;20;3.95%;506
CENTRO-OESTE;50;MS;500080;ANAURILANDIA;0;-;5;8.77%;28;49.12%;8;14.04%;13;22.81%;3;5.26%;57
CENTRO-OESTE;50;MS;500085;ANGELICA;0;-;6;1.85%;208;64.2%;70;21.6%;31;9.57%;9;2.78%;324
CENTRO-OESTE;50;MS;500090;ANTONIO JOAO;0;-;0;-;0;-;2;100%;0;-;0;-;2
CENTRO-OESTE;50;MS;500100;APARECIDA DO TABOADO;2;1.04%;6;3.11%;122;63.21%;40;20.73%;19;9.84%;4;2.07%;193
CENTRO-OESTE;50;MS;500110;AQUIDAUANA;2;0.33%;22;3.58%;325;52.85%;143;23.25%;104;16.91%;19;3.09%;615
CENTRO-OESTE;50;MS;500124;ARAL MOREIRA;2;0.72%;11;3.97%;172;62.09%;57;20.58%;29;10.47%;6;2.17%;277
CENTRO-OESTE;50;MS;500150;BANDEIRANTES;2;2.7%;0;-;36;48.65%;16;21.62%;15;20.27%;5;6.76%;74
CENTRO-OESTE;50;MS;500190;BATAGUASSU;3;1.33%;12;5.31%;134;59.29%;57;25.22%;18;7.96%;2;0.88%;226
CENTRO-OESTE;50;MS;500200;BATAYPORA;1;2%;3;6%;32;64%;8;16%;5;10%;1;2%;50
CENTRO-OESTE;50;MS;500210;BELA VISTA;2;0.44%;12;2.62%;274;59.83%;117;25.55%;47;10.26%;6;1.31%;458
CENTRO-OESTE;50;MS;500215;BODOQUENA;2;2.22%;2;2.22%;41;45.56%;28;31.11%;16;17.78%;1;1.11%;90
CENTRO-OESTE;50;MS;500220;BONITO;1;0.65%;3;1.96%;90;58.82%;39;25.49%;15;9.8%;5;3.27%;153
CENTRO-OESTE;50;MS;500230;BRASILANDIA;2;1.23%;3;1.84%;91;55.83%;37;22.7%;22;13.5%;8;4.91%;163
CENTRO-OESTE;50;MS;500240;CAARAPO;3;0.74%;2;0.5%;230;57.07%;116;28.78%;50;12.41%;2;0.5%;403
CENTRO-OESTE;50;MS;500260;CAMAPUA;0;-;0;-;7;63.64%;2;18.18%;1;9.09%;1;9.09%;11
CENTRO-OESTE;50;MS;500270;CAMPO GRANDE;46;0.34%;219;1.64%;7.972;59.58%;3.195;23.88%;1.574;11.76%;375;2.8%;13.381
CENTRO-OESTE;50;MS;500280;CARACOL;0;-;0;-;16;48.48%;7;21.21%;7;21.21%;3;9.09%;33
CENTRO-OESTE;50;MS;500290;CASSILANDIA;3;1.49%;6;2.97%;127;62.87%;38;18.81%;24;11.88%;4;1.98%;202
CENTRO-OESTE;50;MS;500295;CHAPADAO DO SUL;1;0.9%;1;0.9%;54;48.65%;26;23.42%;23;20.72%;6;5.41%;111
CENTRO-OESTE;50;MS;500310;CORGUINHO;0;-;0;-;14;82.35%;2;11.76%;1;5.88%;0;-;17
CENTRO-OESTE;50;MS;500315;CORONEL SAPUCAIA;0;-;3;4%;42;56%;18;24%;12;16%;0;-;75
CENTRO-OESTE;50;MS;500320;CORUMBA;15;1.18%;38;2.98%;788;61.85%;267;20.96%;128;10.05%;38;2.98%;1.274
CENTRO-OESTE;50;MS;500325;COSTA RICA;0;-;1;5.26%;12;63.16%;5;26.32%;0;-;1;5.26%;19
CENTRO-OESTE;50;MS;500330;COXIM;0;-;0;-;2;22.22%;7;77.78%;0;-;0;-;9
CENTRO-OESTE;50;MS;500345;DEODAPOLIS;2;0.65%;12;3.9%;176;57.14%;61;19.81%;38;12.34%;19;6.17%;308
CENTRO-OESTE;50;MS;500348;DOIS IRMAOS DO BURITI;1;0.68%;3;2.05%;102;69.86%;22;15.07%;11;7.53%;7;4.79%;146
CENTRO-OESTE;50;MS;500350;DOURADINA;0;-;1;1.39%;46;63.89%;21;29.17%;4;5.56%;0;-;72
CENTRO-OESTE;50;MS;500370;DOURADOS;17;0.49%;100;2.86%;2.162;61.74%;667;19.05%;445;12.71%;111;3.17%;3.502
CENTRO-OESTE;50;MS;500375;ELDORADO;1;0.41%;3;1.22%;150;60.98%;61;24.8%;26;10.57%;5;2.03%;246
CENTRO-OESTE;50;MS;500380;FATIMA DO SUL;2;1.09%;2;1.09%;117;63.59%;37;20.11%;22;11.96%;4;2.17%;184
CENTRO-OESTE;50;MS;500390;FIGUEIRAO;0;-;1;2.17%;26;56.52%;9;19.57%;7;15.22%;3;6.52%;46
CENTRO-OESTE;50;MS;500400;GLORIA DE DOURADOS;0;-;0;-;25;53.19%;10;21.28%;8;17.02%;4;8.51%;47
CENTRO-OESTE;50;MS;500410;GUIA LOPES DA LAGUNA;0;-;2;2.5%;42;52.5%;19;23.75%;14;17.5%;3;3.75%;80
CENTRO-OESTE;50;MS;500430;IGUATEMI;4;2.3%;5;2.87%;103;59.2%;38;21.84%;16;9.2%;8;4.6%;174
CENTRO-OESTE;50;MS;500440;INOCENCIA;3;6.52%;1;2.17%;24;52.17%;8;17.39%;10;21.74%;0;-;46
CENTRO-OESTE;50;MS;500450;ITAPORA;2;0.64%;9;2.87%;175;55.73%;79;25.16%;40;12.74%;9;2.87%;314
CENTRO-OESTE;50;MS;500460;ITAQUIRAI;0;-;6;4.65%;92;71.32%;21;16.28%;9;6.98%;1;0.78%;129
CENTRO-OESTE;50;MS;500470;IVINHEMA;2;0.51%;13;3.3%;236;59.9%;83;21.07%;46;11.68%;14;3.55%;394
CENTRO-OESTE;50;MS;500480;JAPORA;2;0.47%;3;0.71%;276;64.94%;104;24.47%;36;8.47%;4;0.94%;425
CENTRO-OESTE;50;MS;500490;JARAGUARI;1;2.78%;4;11.11%;14;38.89%;13;36.11%;4;11.11%;0;-;36
CENTRO-OESTE;50;MS;500500;JARDIM;2;0.37%;7;1.3%;333;61.78%;122;22.63%;62;11.5%;13;2.41%;539
CENTRO-OESTE;50;MS;500510;JATEI;0;-;0;-;29;78.38%;7;18.92%;1;2.7%;0;-;37
CENTRO-OESTE;50;MS;500515;JUTI;3;2.19%;1;0.73%;70;51.09%;39;28.47%;23;16.79%;1;0.73%;137
CENTRO-OESTE;50;MS;500520;LADARIO;0;-;0;-;20;54.05%;13;35.14%;3;8.11%;1;2.7%;37
CENTRO-OESTE;50;MS;500525;LAGUNA CARAPA;2;1.1%;3;1.66%;99;54.7%;47;25.97%;26;14.36%;4;2.21%;181
CENTRO-OESTE;50;MS;500540;MARACAJU;4;0.47%;28;3.3%;526;62.03%;188;22.17%;84;9.91%;18;2.12%;848
CENTRO-OESTE;50;MS;500560;MIRANDA;4;0.45%;12;1.34%;494;55.01%;235;26.17%;114;12.69%;39;4.34%;898
CENTRO-OESTE;50;MS;500568;MUNDO NOVO;0;-;0;-;40;52.63%;24;31.58%;9;11.84%;3;3.95%;76
CENTRO-OESTE;50;MS;500570;NAVIRAI;6;0.52%;24;2.1%;682;59.67%;243;21.26%;155;13.56%;33;2.89%;1.143
CENTRO-OESTE;50;MS;500580;NIOAQUE;0;-;4;1.57%;154;60.39%;62;24.31%;28;10.98%;7;2.75%;255
CENTRO-OESTE;50;MS;500600;NOVA ALVORADA DO SUL;0;-;0;-;26;70.27%;6;16.22%;3;8.11%;2;5.41%;37
CENTRO-OESTE;50;MS;500620;NOVA ANDRADINA;8;0.94%;24;2.83%;499;58.91%;187;22.08%;106;12.51%;23;2.72%;847
CENTRO-OESTE;50;MS;500625;NOVO HORIZONTE DO SUL;0;-;1;3.85%;16;61.54%;6;23.08%;3;11.54%;0;-;26
CENTRO-OESTE;50;MS;500627;PARAISO DAS AGUAS;0;-;0;-;5;71.43%;0;-;1;14.29%;1;14.29%;7
CENTRO-OESTE;50;MS;500630;PARANAIBA;0;-;0;-;0;-;0;-;0;-;0;-;0
CENTRO-OESTE;50;MS;500635;PARANHOS;0;-;2;2.38%;45;53.57%;24;28.57%;9;10.71%;4;4.76%;84
CENTRO-OESTE;50;MS;500640;PEDRO GOMES;0;-;0;-;6;75%;2;25%;0;-;0;-;8
CENTRO-OESTE;50;MS;500660;PONTA PORA;14;1.11%;34;2.69%;882;69.83%;222;17.58%;84;6.65%;27;2.14%;1.263
CENTRO-OESTE;50;MS;500690;PORTO MURTINHO;1;2%;1;2%;30;60%;10;20%;6;12%;2;4%;50
CENTRO-OESTE;50;MS;500710;RIBAS DO RIO PARDO;2;0.93%;7;3.26%;135;62.79%;42;19.53%;23;10.7%;6;2.79%;215
CENTRO-OESTE;50;MS;500720;RIO BRILHANTE;0;-;6;3.53%;115;67.65%;33;19.41%;14;8.24%;2;1.18%;170
CENTRO-OESTE;50;MS;500730;RIO NEGRO;1;3.23%;2;6.45%;10;32.26%;7;22.58%;6;19.35%;5;16.13%;31
CENTRO-OESTE;50;MS;500740;RIO VERDE DE MATO GROSSO;0;-;2;3.64%;30;54.55%;9;16.36%;10;18.18%;4;7.27%;55
CENTRO-OESTE;50;MS;500750;ROCHEDO;0;-;2;3.77%;24;45.28%;15;28.3%;9;16.98%;3;5.66%;53
CENTRO-OESTE;50;MS;500755;SANTA RITA DO PARDO;2;6.06%;1;3.03%;25;75.76%;5;15.15%;0;-;0;-;33
CENTRO-OESTE;50;MS;500769;SAO GABRIEL DO OESTE;1;0.28%;6;1.7%;217;61.65%;77;21.88%;40;11.36%;11;3.13%;352
CENTRO-OESTE;50;MS;500780;SELVIRIA;2;0.77%;6;2.31%;151;58.08%;53;20.38%;40;15.38%;8;3.08%;260
CENTRO-OESTE;50;MS;500770;SETE QUEDAS;1;0.75%;3;2.24%;77;57.46%;37;27.61%;15;11.19%;1;0.75%;134
CENTRO-OESTE;50;MS;500790;SIDROLANDIA;2;0.47%;0;-;262;61.21%;105;24.53%;46;10.75%;13;3.04%;428
CENTRO-OESTE;50;MS;500793;SONORA;1;0.59%;4;2.37%;83;49.11%;42;24.85%;29;17.16%;10;5.92%;169
CENTRO-OESTE;50;MS;500795;TACURU;0;-;9;3.91%;150;65.22%;48;20.87%;18;7.83%;5;2.17%;230
CENTRO-OESTE;50;MS;500797;TAQUARUSSU;1;0.57%;2;1.14%;107;61.14%;35;20%;23;13.14%;7;4%;175
CENTRO-OESTE;50;MS;500800;TERENOS;1;0.51%;13;6.63%;117;59.69%;45;22.96%;15;7.65%;5;2.55%;196
CENTRO-OESTE;50;MS;500830;TRES LAGOAS;17;0.68%;59;2.36%;1.508;60.25%;501;20.02%;310;12.39%;108;4.31%;2.503
CENTRO-OESTE;50;MS;500840;VICENTINA;0;-;0;-;5;62.5%;0;-;3;37.5%;0;-;8
TOTAL ESTADO MATO GROSSO DO SUL;;;;;207;0.56%;804;2.17%;22.179;59.95%;8.326;22.51%;4.365;11.8%;1.112;3.01%;36.993
CENTRO-OESTE;51;MT;510010;ACORIZAL;4;1.63%;11;4.49%;154;62.86%;52;21.22%;21;8.57%;3;1.22%;245
CENTRO-OESTE;51;MT;510020;AGUA BOA;0;-;4;1.65%;145;59.67%;40;16.46%;42;17.28%;12;4.94%;243
CENTRO-OESTE;51;MT;510025;ALTA FLORESTA;10;1.18%;22;2.6%;530;62.57%;162;19.13%;102;12.04%;21;2.48%;847
CENTRO-OESTE;51;MT;510030;ALTO ARAGUAIA;1;1.89%;3;5.66%;31;58.49%;11;20.75%;5;9.43%;2;3.77%;53
CENTRO-OESTE;51;MT;510035;ALTO BOA VISTA;1;0.46%;11;5.02%;135;61.64%;45;20.55%;23;10.5%;4;1.83%;219
CENTRO-OESTE;51;MT;510040;ALTO GARCAS;0;-;9;2.18%;266;64.56%;82;19.9%;49;11.89%;6;1.46%;412
CENTRO-OESTE;51;MT;510050;ALTO PARAGUAI;2;0.7%;14;4.91%;181;63.51%;54;18.95%;31;10.88%;3;1.05%;285
CENTRO-OESTE;51;MT;510060;ALTO TAQUARI;1;0.39%;7;2.73%;169;66.02%;46;17.97%;23;8.98%;10;3.91%;256
CENTRO-OESTE;51;MT;510080;APIACAS;2;1.09%;7;3.8%;119;64.67%;37;20.11%;12;6.52%;7;3.8%;184
CENTRO-OESTE;51;MT;510100;ARAGUAIANA;0;-;3;6.52%;26;56.52%;9;19.57%;6;13.04%;2;4.35%;46
CENTRO-OESTE;51;MT;510120;ARAGUAINHA;0;-;2;10%;12;60%;4;20%;1;5%;1;5%;20
CENTRO-OESTE;51;MT;510125;ARAPUTANGA;1;0.97%;1;0.97%;63;61.17%;24;23.3%;10;9.71%;4;3.88%;103
CENTRO-OESTE;51;MT;510130;ARENAPOLIS;4;1.87%;9;4.21%;136;63.55%;36;16.82%;24;11.21%;5;2.34%;214
CENTRO-OESTE;51;MT;510140;ARIPUANA;4;1.05%;7;1.83%;256;67.02%;81;21.2%;29;7.59%;5;1.31%;382
CENTRO-OESTE;51;MT;510160;BARAO DE MELGACO;4;1.38%;4;1.38%;173;59.86%;64;22.15%;36;12.46%;8;2.77%;289
CENTRO-OESTE;51;MT;510170;BARRA DO BUGRES;3;0.43%;14;2.02%;420;60.69%;150;21.68%;86;12.43%;19;2.75%;692
CENTRO-OESTE;51;MT;510180;BARRA DO GARCAS;7;0.92%;14;1.83%;431;56.34%;216;28.24%;87;11.37%;10;1.31%;765
CENTRO-OESTE;51;MT;510183;BOA ESPERANCA DO NORTE;0;-;0;-;0;-;0;-;0;-;0;-;0
CENTRO-OESTE;51;MT;510185;BOM JESUS DO ARAGUAIA;3;1.38%;3;1.38%;147;67.74%;41;18.89%;18;8.29%;5;2.3%;217
CENTRO-OESTE;51;MT;510190;BRASNORTE;1;0.39%;8;3.09%;188;72.59%;41;15.83%;15;5.79%;6;2.32%;259
CENTRO-OESTE;51;MT;510250;CACERES;4;0.59%;11;1.63%;401;59.32%;145;21.45%;91;13.46%;24;3.55%;676
CENTRO-OESTE;51;MT;510260;CAMPINAPOLIS;8;2.3%;6;1.72%;193;55.46%;109;31.32%;23;6.61%;9;2.59%;348
CENTRO-OESTE;51;MT;510263;CAMPO NOVO DO PARECIS;0;-;0;-;40;72.73%;7;12.73%;7;12.73%;1;1.82%;55
CENTRO-OESTE;51;MT;510267;CAMPO VERDE;4;0.52%;11;1.43%;487;63.16%;169;21.92%;73;9.47%;27;3.5%;771
CENTRO-OESTE;51;MT;510268;CAMPOS DE JULIO;0;-;1;2.17%;28;60.87%;12;26.09%;4;8.7%;1;2.17%;46
CENTRO-OESTE;51;MT;510269;CANABRAVA DO NORTE;0;-;3;2.38%;84;66.67%;28;22.22%;8;6.35%;3;2.38%;126
CENTRO-OESTE;51;MT;510270;CANARANA;7;1.38%;13;2.56%;262;51.57%;144;28.35%;59;11.61%;23;4.53%;508
CENTRO-OESTE;51;MT;510279;CARLINDA;0;-;2;1.94%;43;41.75%;38;36.89%;17;16.5%;3;2.91%;103
CENTRO-OESTE;51;MT;510285;CASTANHEIRA;0;-;1;0.6%;114;68.67%;34;20.48%;17;10.24%;0;-;166
CENTRO-OESTE;51;MT;510300;CHAPADA DOS GUIMARAES;1;0.38%;8;3.02%;154;58.11%;53;20%;44;16.6%;5;1.89%;265
CENTRO-OESTE;51;MT;510305;CLAUDIA;0;-;3;2.63%;74;64.91%;26;22.81%;10;8.77%;1;0.88%;114
CENTRO-OESTE;51;MT;510310;COCALINHO;1;0.98%;2;1.96%;59;57.84%;30;29.41%;8;7.84%;2;1.96%;102
CENTRO-OESTE;51;MT;510320;COLIDER;4;1.45%;6;2.17%;177;64.13%;54;19.57%;25;9.06%;10;3.62%;276
CENTRO-OESTE;51;MT;510325;COLNIZA;7;1.8%;15;3.87%;261;67.27%;64;16.49%;34;8.76%;7;1.8%;388
CENTRO-OESTE;51;MT;510330;COMODORO;1;0.45%;6;2.71%;133;60.18%;50;22.62%;23;10.41%;8;3.62%;221
CENTRO-OESTE;51;MT;510335;CONFRESA;2;0.41%;12;2.49%;294;61%;113;23.44%;49;10.17%;12;2.49%;482
CENTRO-OESTE;51;MT;510336;CONQUISTA D'OESTE;0;-;5;5.81%;48;55.81%;20;23.26%;11;12.79%;2;2.33%;86
CENTRO-OESTE;51;MT;510337;COTRIGUACU;2;0.62%;6;1.86%;223;69.25%;54;16.77%;32;9.94%;5;1.55%;322
CENTRO-OESTE;51;MT;510340;CUIABA;82;1.2%;206;3.01%;4.086;59.75%;1.438;21.03%;795;11.63%;231;3.38%;6.838
CENTRO-OESTE;51;MT;510343;CURVELANDIA;0;-;0;-;2;20%;4;40%;4;40%;0;-;10
CENTRO-OESTE;51;MT;510345;DENISE;6;1.44%;16;3.84%;277;66.43%;69;16.55%;37;8.87%;12;2.88%;417
CENTRO-OESTE;51;MT;510350;DIAMANTINO;8;0.6%;52;3.92%;854;64.4%;259;19.53%;117;8.82%;36;2.71%;1.326
CENTRO-OESTE;51;MT;510360;DOM AQUINO;0;-;5;2.29%;134;61.47%;46;21.1%;22;10.09%;11;5.05%;218
CENTRO-OESTE;51;MT;510370;FELIZ NATAL;4;1.39%;8;2.79%;186;64.81%;56;19.51%;25;8.71%;8;2.79%;287
CENTRO-OESTE;51;MT;510380;FIGUEIROPOLIS D'OESTE;0;-;1;2.04%;36;73.47%;6;12.24%;6;12.24%;0;-;49
CENTRO-OESTE;51;MT;510385;GAUCHA DO NORTE;4;1.12%;6;1.68%;185;51.82%;115;32.21%;38;10.64%;9;2.52%;357
CENTRO-OESTE;51;MT;510390;GENERAL CARNEIRO;1;0.45%;4;1.79%;114;50.89%;73;32.59%;27;12.05%;5;2.23%;224
CENTRO-OESTE;51;MT;510395;GLORIA D'OESTE;0;-;0;-;36;62.07%;15;25.86%;5;8.62%;2;3.45%;58
CENTRO-OESTE;51;MT;510410;GUARANTA DO NORTE;2;0.53%;10;2.64%;224;59.1%;76;20.05%;56;14.78%;11;2.9%;379
CENTRO-OESTE;51;MT;510420;GUIRATINGA;0;-;1;1.33%;53;70.67%;15;20%;5;6.67%;1;1.33%;75
CENTRO-OESTE;51;MT;510450;INDIAVAI;0;-;0;-;4;30.77%;5;38.46%;3;23.08%;1;7.69%;13
CENTRO-OESTE;51;MT;510452;IPIRANGA DO NORTE;0;-;3;1.35%;160;71.75%;31;13.9%;21;9.42%;8;3.59%;223
CENTRO-OESTE;51;MT;510454;ITANHANGA;0;-;4;3.01%;80;60.15%;33;24.81%;11;8.27%;5;3.76%;133
CENTRO-OESTE;51;MT;510455;ITAUBA;0;-;4;3.54%;70;61.95%;21;18.58%;15;13.27%;3;2.65%;113
CENTRO-OESTE;51;MT;510460;ITIQUIRA;4;1.07%;13;3.49%;254;68.1%;60;16.09%;31;8.31%;11;2.95%;373
CENTRO-OESTE;51;MT;510480;JACIARA;1;0.34%;9;3.07%;192;65.53%;62;21.16%;24;8.19%;5;1.71%;293
CENTRO-OESTE;51;MT;510490;JANGADA;3;1.04%;7;2.43%;233;80.9%;26;9.03%;13;4.51%;6;2.08%;288
CENTRO-OESTE;51;MT;510500;JAURU;0;-;1;4.55%;11;50%;8;36.36%;2;9.09%;0;-;22
CENTRO-OESTE;51;MT;510510;JUARA;10;0.66%;40;2.64%;950;62.71%;324;21.39%;155;10.23%;36;2.38%;1.515
CENTRO-OESTE;51;MT;510515;JUINA;5;0.62%;22;2.73%;507;62.98%;160;19.88%;87;10.81%;24;2.98%;805
CENTRO-OESTE;51;MT;510517;JURUENA;1;1.11%;6;6.67%;68;75.56%;8;8.89%;6;6.67%;1;1.11%;90
CENTRO-OESTE;51;MT;510520;JUSCIMEIRA;1;1.23%;6;7.41%;40;49.38%;23;28.4%;8;9.88%;3;3.7%;81
CENTRO-OESTE;51;MT;510523;LAMBARI D'OESTE;0;-;0;-;7;36.84%;8;42.11%;4;21.05%;0;-;19
CENTRO-OESTE;51;MT;510525;LUCAS DO RIO VERDE;1;0.26%;10;2.58%;208;53.61%;100;25.77%;53;13.66%;16;4.12%;388
